"","Gene","Tratamiento","Tejido","Estres","Tiempo","Replica","Expresion_TPM"
"2699","Gene_128","Control","Musculo","Medio","24h",9,2.21575638160854
"2700","Gene_083","DrugB","Higado","Alto","48h",11,6.39894091143658
"2701","Gene_004","CRISPR","Rinon","Medio","48h",4,5.90030977367991
"2702","Gene_089","DrugA","Musculo","Bajo","24h",29,15.4106660718486
"2703","Gene_002","DrugA","Cerebro","Medio","48h",12,14.3749967469757
"2704","Gene_075","DrugA","Cerebro","Alto","24h",18,7.35941368575416
"2705","Gene_061","DrugA","Cerebro","Alto","48h",12,6.6416229009841
"2706","Gene_014","CRISPR","Musculo","Bajo","72h",26,NA
"2707","Gene_084","DrugA","Rinon","Bajo","24h",17,11.0604275377424
"2708","Gene_105","Control","Rinon","Medio","48h",29,15.2265975128127
"2709","Gene_022","DrugB","Higado","Medio","24h",12,7.61504400176406
"2710","Gene_079","DrugB","Rinon","Bajo","24h",16,6.6245046126468
"2711","Gene_049","Control","Musculo","Medio","72h",20,6.73068264377591
"2712","Gene_098","DrugA","Cerebro","Alto","24h",2,10.8485022717458
"2713","Gene_099","DrugB","Cerebro","Medio","24h",25,18.1542078144398
"2714","Gene_173","DrugB","Rinon","Medio","72h",16,8.11002326795226
"2715","Gene_144","RNAi","Rinon","Bajo","24h",1,4.09408458979877
"2716","Gene_078","CRISPR","Musculo","Medio","48h",15,16.0557288097334
"2717","Gene_050","DrugB","Rinon","Bajo","24h",16,6.55926381635912
"2718","Gene_021","RNAi","Rinon","Medio","72h",21,5.41662227243284
"2719","Gene_065","CRISPR","Higado","Alto","48h",1,3.39414193991679
"2720","Gene_125","RNAi","Rinon","Alto","72h",14,9.66670760427233
"2721","Gene_189","Control","Higado","Medio","24h",19,3.94746005334672
"2722","Gene_012","DrugB","Rinon","Medio","48h",8,8.97775488941189
"2723","Gene_078","Control","Higado","Bajo","24h",13,5.75643445919921
"2724","Gene_111","DrugB","Musculo","Medio","48h",27,6.28827457053682
"2725","Gene_161","DrugA","Cerebro","Bajo","24h",6,5.40935770835497
"2726","Gene_194","Control","Higado","Medio","24h",28,7.92891892856215
"2727","Gene_039","DrugA","Rinon","Medio","72h",2,8.22252534119518
"2728","Gene_063","DrugA","Musculo","Bajo","72h",26,12.7804598663708
"2729","Gene_074","CRISPR","Cerebro","Bajo","24h",11,13.8450276722234
"2730","Gene_040","DrugA","Cerebro","Bajo","24h",24,2.59243160061969
"2731","Gene_037","CRISPR","Rinon","Alto","24h",15,7.41321759098344
"2732","Gene_052","RNAi","Higado","Bajo","48h",26,11.4315721761429
"2733","Gene_033","RNAi","Rinon","Bajo","24h",2,4.91543738831516
"2734","Gene_044","CRISPR","Cerebro","Alto","24h",19,5.16372332966265
"2735","Gene_138","DrugB","Higado","Alto","72h",25,NA
"2736","Gene_056","DrugA","Higado","Medio","24h",10,8.03826069036602
"2737","Gene_060","DrugA","Rinon","Alto","48h",18,4.32987495229612
"2738","Gene_080","DrugA","Musculo","Alto","48h",10,3.32746699808551
"2739","Gene_022","RNAi","Rinon","Bajo","72h",27,11.0229946453346
"2740","Gene_022","RNAi","Rinon","Alto","48h",6,5.05802922790884
"2741","Gene_098","Control","Musculo","Medio","72h",8,NA
"2742","Gene_096","DrugB","Higado","Medio","24h",5,7.44335894646136
"2743","Gene_091","DrugB","Higado","Bajo","72h",26,3.78291727685244
"2744","Gene_125","DrugA","Cerebro","Alto","48h",30,8.25131965563277
"2745","Gene_013","RNAi","Higado","Medio","48h",14,14.1237105066648
"2746","Gene_171","CRISPR","Musculo","Medio","48h",7,4.3845486675891
"2747","Gene_048","Control","Cerebro","Alto","72h",6,9.79805746496807
"2748","Gene_068","CRISPR","Rinon","Alto","24h",27,16.4991807434679
"2749","Gene_044","Control","Rinon","Medio","72h",5,15.2927776348436
"2750","Gene_025","Control","Rinon","Medio","48h",1,14.2562325604982
"2751","Gene_050","DrugB","Musculo","Bajo","24h",17,8.36970034845676
"2752","Gene_134","Control","Musculo","Medio","48h",26,5.25030958005569
"2753","Gene_181","Control","Cerebro","Alto","24h",6,5.77759226218867
"2754","Gene_017","RNAi","Higado","Alto","24h",20,4.59011538498667
"2755","Gene_044","DrugB","Higado","Medio","72h",23,7.48661335997099
"2756","Gene_005","Control","Cerebro","Bajo","24h",25,10.1789465087362
"2757","Gene_026","CRISPR","Musculo","Medio","72h",27,7.03723056063408
"2758","Gene_177","Control","Musculo","Bajo","24h",14,9.25386126474459
"2759","Gene_098","DrugB","Rinon","Bajo","24h",19,7.04762377064645
"2760","Gene_197","RNAi","Cerebro","Alto","72h",13,5.15018851932094
"2761","Gene_067","Control","Higado","Bajo","24h",14,12.6925735551297
"2762","Gene_013","DrugA","Rinon","Bajo","48h",13,8.42113111741053
"2763","Gene_160","Control","Cerebro","Alto","48h",8,7.34567744582571
"2764","Gene_149","Control","Cerebro","Medio","24h",28,12.9903828949771
"2765","Gene_066","CRISPR","Cerebro","Medio","72h",28,7.11525798752681
"2766","Gene_080","CRISPR","Higado","Alto","24h",9,4.063660430388
"2767","Gene_182","RNAi","Higado","Alto","48h",25,15.8386050106281
"2768","Gene_063","Control","Rinon","Alto","48h",16,6.06343403750189
"2769","Gene_158","RNAi","Higado","Alto","72h",26,2.75295160267578
"2770","Gene_038","Control","Cerebro","Alto","72h",16,7.52007978034497
"2771","Gene_109","DrugB","Rinon","Medio","24h",30,4.66741758292881
"2772","Gene_102","DrugB","Rinon","Alto","48h",18,10.602831594367
"2773","Gene_181","DrugB","Cerebro","Alto","72h",27,7.22548847764213
"2774","Gene_025","Control","Rinon","Medio","24h",9,6.42971605943234
"2775","Gene_106","Control","Higado","Bajo","24h",23,5.88333747912794
"2776","Gene_022","CRISPR","Higado","Alto","48h",20,8.9989064160675
"2777","Gene_106","CRISPR","Musculo","Medio","72h",28,5.53364546156507
"2778","Gene_116","DrugB","Rinon","Bajo","24h",5,10.9329516361499
"2779","Gene_018","DrugB","Cerebro","Medio","24h",18,5.25828986325291
"2780","Gene_150","DrugA","Rinon","Medio","24h",13,4.50659397358292
"2781","Gene_115","Control","Cerebro","Bajo","48h",17,5.66691793811771
"2782","Gene_091","CRISPR","Higado","Medio","72h",2,6.8944455866635
"2783","Gene_145","DrugB","Rinon","Medio","24h",4,2.43699421149927
"2784","Gene_153","CRISPR","Higado","Bajo","48h",29,4.45284500119348
"2785","Gene_034","RNAi","Rinon","Medio","72h",21,10.7591724170219
"2786","Gene_172","DrugA","Musculo","Alto","24h",19,3.19305473465154
"2787","Gene_167","DrugA","Musculo","Alto","72h",29,7.74634363768801
"2788","Gene_127","CRISPR","Cerebro","Alto","24h",15,6.24464980834121
"2789","Gene_063","CRISPR","Higado","Medio","24h",2,15.3343227948387
"2790","Gene_147","DrugB","Musculo","Alto","24h",19,7.36172332156672
"2791","Gene_125","CRISPR","Musculo","Bajo","24h",14,18.2365934758904
"2792","Gene_117","CRISPR","Rinon","Bajo","24h",30,6.01133462847407
"2793","Gene_199","DrugB","Musculo","Alto","48h",17,12.291333099363
"2794","Gene_187","DrugB","Rinon","Bajo","72h",17,4.53020421793837
"2795","Gene_167","Control","Musculo","Alto","24h",21,11.6726764309873
"2796","Gene_139","DrugB","Cerebro","Bajo","48h",28,5.14795659868676
"2797","Gene_180","DrugA","Rinon","Alto","48h",23,7.76143176150362
"2798","Gene_138","RNAi","Rinon","Medio","48h",26,8.21024920886598
"2799","Gene_169","DrugB","Cerebro","Alto","48h",16,7.41528970130907
"2800","Gene_128","DrugA","Higado","Alto","72h",10,8.02904338583865
"2801","Gene_089","RNAi","Musculo","Medio","48h",4,6.89715302273201
"2802","Gene_182","DrugB","Cerebro","Medio","48h",19,NA
"2803","Gene_010","Control","Rinon","Alto","48h",3,4.77278987065732
"2804","Gene_017","CRISPR","Musculo","Medio","24h",11,21.1117929087821
"2805","Gene_049","DrugA","Musculo","Alto","48h",9,5.65818246906391
"2806","Gene_007","DrugA","Musculo","Alto","24h",16,4.55448684162062
"2807","Gene_008","DrugA","Musculo","Bajo","24h",28,3.35685977713839
"2808","Gene_176","DrugA","Musculo","Alto","72h",9,15.5048806435134
"2809","Gene_171","RNAi","Cerebro","Medio","72h",2,4.86319769832888
"2810","Gene_113","DrugB","Musculo","Bajo","24h",18,2.23385765651084
"2811","Gene_119","DrugB","Musculo","Alto","72h",10,9.45084200585151
"2812","Gene_084","DrugB","Higado","Bajo","24h",20,3.65771007270146
"2813","Gene_137","RNAi","Rinon","Medio","24h",21,7.10660068572564
"2814","Gene_156","CRISPR","Cerebro","Alto","48h",5,5.64901759081552
"2815","Gene_185","RNAi","Cerebro","Bajo","72h",7,4.63865270687392
"2816","Gene_176","DrugB","Rinon","Bajo","48h",17,6.25214515619035
"2817","Gene_134","RNAi","Musculo","Medio","24h",18,6.64811104690879
"2818","Gene_116","RNAi","Higado","Alto","72h",19,5.05026771476058
"2819","Gene_002","CRISPR","Rinon","Medio","48h",23,2.08581233554574
"2820","Gene_033","DrugB","Musculo","Bajo","24h",16,13.4479112792817
"2821","Gene_177","DrugB","Rinon","Alto","24h",17,9.49781796514632
"2822","Gene_121","CRISPR","Musculo","Medio","72h",9,6.06770884389136
"2823","Gene_133","Control","Higado","Bajo","72h",28,13.7610708645977
"2824","Gene_199","RNAi","Musculo","Bajo","48h",9,5.80214204937077
"2825","Gene_182","Control","Rinon","Alto","72h",20,3.67710862586068
"2826","Gene_060","DrugA","Musculo","Bajo","48h",24,6.96438797677407
"2827","Gene_023","DrugB","Higado","Bajo","72h",3,9.12826118025905
"2828","Gene_186","RNAi","Rinon","Medio","24h",29,9.90679615030442
"2829","Gene_036","DrugB","Musculo","Medio","72h",5,10.4313521260921
"2830","Gene_175","CRISPR","Musculo","Medio","48h",30,5.90070787024379
"2831","Gene_195","RNAi","Higado","Alto","48h",17,6.60199712437626
"2832","Gene_089","Control","Rinon","Alto","24h",27,11.2584892980401
"2833","Gene_019","CRISPR","Higado","Medio","72h",3,4.68394489615397
"2834","Gene_031","CRISPR","Musculo","Alto","48h",6,13.523402830115
"2835","Gene_048","DrugB","Rinon","Medio","72h",26,8.15478695132608
"2836","Gene_183","CRISPR","Higado","Bajo","72h",16,10.794852254075
"2837","Gene_008","RNAi","Rinon","Bajo","24h",16,8.70611544544786
"2838","Gene_010","DrugA","Higado","Medio","24h",6,3.94885643343587
"2839","Gene_108","CRISPR","Musculo","Medio","24h",9,6.22360448375157
"2840","Gene_098","DrugA","Musculo","Bajo","24h",2,7.73270138391406
"2841","Gene_005","RNAi","Cerebro","Bajo","72h",25,13.5822610491802
"2842","Gene_027","DrugB","Higado","Bajo","72h",12,12.7344203976513
"2843","Gene_045","DrugA","Cerebro","Alto","72h",24,3.18257166349529
"2844","Gene_122","DrugB","Cerebro","Bajo","48h",1,7.66922173354004
"2845","Gene_175","DrugB","Cerebro","Alto","48h",12,10.3915803204264
"2846","Gene_151","DrugB","Cerebro","Medio","24h",2,8.61289228069244
"2847","Gene_134","CRISPR","Cerebro","Bajo","48h",29,11.0708653253794
"2848","Gene_099","RNAi","Rinon","Alto","72h",27,3.31739096039037
"2849","Gene_099","DrugA","Rinon","Alto","72h",17,14.7944121211716
"2850","Gene_073","CRISPR","Cerebro","Medio","24h",1,9.83482337610868
"2851","Gene_199","CRISPR","Rinon","Medio","48h",11,12.5262440797119
"2852","Gene_146","DrugA","Rinon","Medio","48h",11,11.5200072593309
"2853","Gene_169","CRISPR","Rinon","Alto","72h",3,6.75696144418663
"2854","Gene_035","DrugA","Higado","Bajo","72h",13,1.91619304592932
"2855","Gene_070","DrugA","Cerebro","Bajo","24h",5,7.01769182686773
"2856","Gene_077","RNAi","Cerebro","Medio","72h",3,3.30618274271512
"2857","Gene_119","CRISPR","Cerebro","Medio","72h",28,6.6879579945423
"2858","Gene_125","RNAi","Cerebro","Alto","24h",25,13.138508077556
"2859","Gene_038","DrugA","Cerebro","Alto","48h",30,7.87215257454644
"2860","Gene_023","DrugB","Musculo","Bajo","24h",10,6.83061232438773
"2861","Gene_182","DrugB","Musculo","Alto","48h",25,9.59285116135625
"2862","Gene_111","DrugB","Higado","Alto","24h",22,7.0101338745269
"2863","Gene_001","CRISPR","Cerebro","Alto","24h",22,6.05476359784007
"2864","Gene_181","Control","Rinon","Bajo","24h",13,3.4771953385713
"2865","Gene_028","Control","Higado","Medio","24h",8,7.554938207021
"2866","Gene_065","DrugA","Musculo","Bajo","48h",12,3.84124037206727
"2867","Gene_160","CRISPR","Higado","Bajo","72h",22,7.20831035196316
"2868","Gene_116","RNAi","Higado","Bajo","48h",29,14.4118984034019
"2869","Gene_192","CRISPR","Musculo","Medio","72h",22,3.43054717694877
"2870","Gene_097","DrugA","Cerebro","Alto","72h",30,3.28096974372184
"2871","Gene_166","DrugA","Rinon","Medio","72h",4,12.2928452120556
"2872","Gene_087","DrugA","Higado","Bajo","72h",24,7.68606714612228
"2873","Gene_135","RNAi","Rinon","Alto","48h",15,12.0072789254769
"2874","Gene_064","RNAi","Rinon","Medio","24h",14,4.6330982517765
"2875","Gene_179","CRISPR","Rinon","Medio","24h",30,6.0398551972865
"2876","Gene_022","DrugB","Cerebro","Alto","24h",25,6.14572940912923
"2877","Gene_068","DrugB","Higado","Alto","24h",17,5.37326479637171
"2878","Gene_090","DrugB","Higado","Alto","48h",17,21.4176833798764
"2879","Gene_196","DrugB","Rinon","Bajo","24h",17,5.84341131055565
"2880","Gene_158","DrugA","Rinon","Medio","72h",4,NA
"2881","Gene_007","CRISPR","Rinon","Alto","48h",4,24.4280628845948
"2882","Gene_019","Control","Musculo","Medio","48h",17,5.99077402535043
"2883","Gene_020","DrugA","Musculo","Bajo","72h",3,3.26644277064214
"2884","Gene_175","Control","Cerebro","Medio","24h",30,6.91657785889215
"2885","Gene_006","DrugB","Cerebro","Medio","48h",15,5.55042004085532
"2886","Gene_172","DrugB","Cerebro","Bajo","24h",22,4.21732455975528
"2887","Gene_197","DrugB","Musculo","Alto","24h",24,11.9193951791647
"2888","Gene_108","DrugA","Rinon","Alto","24h",21,5.3320300160331
"2889","Gene_111","RNAi","Cerebro","Bajo","24h",28,3.79641932306437
"2890","Gene_061","CRISPR","Musculo","Medio","48h",4,5.71834855686953
"2891","Gene_066","Control","Rinon","Medio","24h",13,12.6410060333412
"2892","Gene_152","DrugA","Higado","Bajo","24h",24,9.67174600186903
"2893","Gene_033","DrugB","Higado","Alto","48h",18,5.76744749649202
"2894","Gene_051","Control","Rinon","Bajo","48h",26,9.63364717624087
"2895","Gene_152","CRISPR","Rinon","Medio","72h",9,8.1455448548648
"2896","Gene_120","CRISPR","Cerebro","Medio","48h",10,4.02615754648645
"2897","Gene_134","DrugB","Rinon","Bajo","48h",17,11.8223937131603
"2898","Gene_089","DrugA","Higado","Medio","72h",17,7.59148784501516
"2899","Gene_164","RNAi","Higado","Bajo","72h",4,4.94990313861516
"2900","Gene_061","CRISPR","Cerebro","Alto","72h",26,2.83374846505011
"2901","Gene_043","DrugB","Higado","Medio","48h",15,4.10949918184746
"2902","Gene_192","CRISPR","Cerebro","Medio","72h",30,5.07509479450339
"2903","Gene_195","RNAi","Cerebro","Alto","48h",30,15.1645759930328
"2904","Gene_053","DrugB","Rinon","Alto","72h",10,6.12900161821244
"2905","Gene_149","DrugB","Higado","Bajo","48h",11,12.5135998460485
"2906","Gene_030","DrugB","Rinon","Medio","48h",17,10.7936858432619
"2907","Gene_140","DrugB","Musculo","Medio","72h",9,4.89252475455901
"2908","Gene_133","RNAi","Rinon","Medio","24h",2,7.91995659877482
"2909","Gene_156","RNAi","Cerebro","Bajo","72h",17,8.15052936930136
"2910","Gene_174","DrugA","Rinon","Alto","72h",15,8.09309489697569
"2911","Gene_081","DrugA","Higado","Bajo","24h",7,6.53770060903161
"2912","Gene_178","CRISPR","Higado","Alto","72h",21,9.12134332597632
"2913","Gene_161","CRISPR","Cerebro","Medio","72h",18,4.9446701674443
"2914","Gene_156","DrugB","Musculo","Medio","72h",5,8.45276036913219
"2915","Gene_167","CRISPR","Rinon","Medio","24h",15,NA
"2916","Gene_167","CRISPR","Musculo","Medio","48h",5,8.9304759294982
"2917","Gene_073","CRISPR","Musculo","Medio","48h",25,5.97307705953571
"2918","Gene_190","RNAi","Rinon","Bajo","72h",18,22.7783684271382
"2919","Gene_200","DrugB","Cerebro","Medio","24h",7,7.43051604475786
"2920","Gene_013","DrugB","Musculo","Alto","72h",9,5.85061949594808
"2921","Gene_025","Control","Rinon","Alto","24h",21,10.7302347404093
"2922","Gene_099","CRISPR","Higado","Bajo","24h",23,7.77871287375952
"2923","Gene_010","CRISPR","Musculo","Medio","48h",22,21.9974058382009
"2924","Gene_040","RNAi","Higado","Bajo","24h",26,2.95026945213795
"2925","Gene_096","Control","Rinon","Bajo","24h",27,4.42894894730198
"2926","Gene_042","Control","Musculo","Bajo","48h",4,12.4482956189054
"2927","Gene_011","RNAi","Cerebro","Alto","48h",23,6.34431759531739
"2928","Gene_034","DrugA","Cerebro","Medio","72h",4,17.6230040529673
"2929","Gene_158","CRISPR","Cerebro","Bajo","48h",17,20.0256907482909
"2930","Gene_009","RNAi","Rinon","Alto","48h",29,14.318023477368
"2931","Gene_076","DrugB","Cerebro","Alto","24h",2,6.42100509703087
"2932","Gene_101","Control","Musculo","Medio","48h",7,3.66754641830822
"2933","Gene_058","DrugB","Cerebro","Alto","24h",21,9.09320786646564
"2934","Gene_036","Control","Higado","Medio","72h",20,4.11363256262033
"2935","Gene_055","RNAi","Musculo","Bajo","72h",17,5.32444577884417
"2936","Gene_168","DrugA","Cerebro","Alto","48h",26,8.44193582469532
"2937","Gene_093","RNAi","Rinon","Alto","72h",30,12.2604987918163
"2938","Gene_019","RNAi","Cerebro","Bajo","48h",14,8.27525868841315
"2939","Gene_139","RNAi","Cerebro","Bajo","24h",30,10.7609431252782
"2940","Gene_062","Control","Rinon","Alto","72h",19,12.2013419949534
"2941","Gene_037","DrugA","Higado","Medio","48h",23,18.7011735563206
"2942","Gene_199","DrugA","Cerebro","Bajo","72h",25,8.23871412077924
"2943","Gene_186","DrugB","Musculo","Bajo","72h",28,6.61700213343683
"2944","Gene_112","CRISPR","Musculo","Alto","72h",5,12.5687283763958
"2945","Gene_109","RNAi","Rinon","Medio","72h",7,7.50980293827218
"2946","Gene_095","Control","Higado","Medio","24h",28,4.7717848257454
"2947","Gene_084","DrugB","Cerebro","Medio","72h",7,8.91964431539294
"2948","Gene_181","DrugA","Rinon","Alto","24h",2,7.23540242853619
"2949","Gene_069","DrugB","Musculo","Bajo","72h",1,5.76716997743845
"2950","Gene_113","RNAi","Rinon","Bajo","72h",30,8.29434200045496
"2951","Gene_157","DrugA","Musculo","Medio","48h",2,10.4485068665763
"2952","Gene_171","DrugB","Rinon","Alto","72h",16,46.3438891735735
"2953","Gene_148","DrugB","Musculo","Bajo","24h",26,4.96878004334913
"2954","Gene_007","Control","Rinon","Medio","72h",7,NA
"2955","Gene_162","CRISPR","Musculo","Medio","48h",20,3.18336576930523
"2956","Gene_021","CRISPR","Higado","Bajo","24h",23,4.65274712701749
"2957","Gene_121","CRISPR","Rinon","Alto","48h",24,4.95373779958981
"2958","Gene_067","DrugB","Musculo","Bajo","24h",18,6.48091020265405
"2959","Gene_005","Control","Musculo","Medio","48h",27,6.04825430778799
"2960","Gene_198","CRISPR","Musculo","Medio","24h",10,8.14042056891052
"2961","Gene_053","DrugA","Rinon","Bajo","72h",9,4.93656057337541
"2962","Gene_168","DrugA","Rinon","Alto","48h",26,19.4650055895315
"2963","Gene_040","Control","Cerebro","Bajo","24h",23,4.12595063446966
"2964","Gene_043","DrugB","Musculo","Alto","24h",13,9.18382924836945
"2965","Gene_165","CRISPR","Musculo","Bajo","72h",14,11.5787259609986
"2966","Gene_020","DrugA","Rinon","Medio","24h",28,6.4942438200384
"2967","Gene_073","Control","Higado","Alto","48h",21,20.7931020914837
"2968","Gene_099","RNAi","Higado","Bajo","24h",18,7.4284485235098
"2969","Gene_024","DrugB","Rinon","Medio","48h",16,5.56663011988033
"2970","Gene_061","DrugA","Rinon","Bajo","48h",18,4.57515257710104
"2971","Gene_084","DrugB","Higado","Alto","24h",5,3.90153451662308
"2972","Gene_026","Control","Rinon","Medio","24h",14,5.148698798541
"2973","Gene_090","Control","Rinon","Alto","72h",10,11.3420130265661
"2974","Gene_121","RNAi","Cerebro","Alto","24h",27,4.30603985292017
"2975","Gene_195","DrugA","Rinon","Bajo","48h",17,9.072199873441
"2976","Gene_063","CRISPR","Rinon","Bajo","48h",11,12.3235005898609
"2977","Gene_119","DrugA","Cerebro","Medio","48h",14,9.02260642015305
"2978","Gene_196","DrugB","Higado","Alto","72h",14,9.98920702404821
"2979","Gene_080","RNAi","Higado","Medio","72h",5,12.1848009567042
"2980","Gene_017","Control","Higado","Medio","48h",27,NA
"2981","Gene_072","RNAi","Higado","Bajo","72h",13,9.65258999004935
"2982","Gene_100","CRISPR","Higado","Bajo","24h",18,8.45583756083139
